vid_id,frame_order,right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,exercise
208,49,90.73089,90.97551,42.1274,161.61792,173.1762,149.40009,162.41968,push_up
208,52,90.901924,86.77745,75.15089,165.00272,170.68079,137.2178,152.5141,push_up
208,53,90.08845,88.56201,81.33125,168.17157,171.07095,135.95186,148.55573,push_up
208,57,83.680534,68.9574,86.17004,170.41281,167.08409,139.21307,155.274,push_up
208,58,78.9953,74.88864,77.80376,174.36281,164.5502,122.75859,162.64952,push_up
208,59,84.79926,71.059525,74.90378,172.02414,166.43115,126.84767,162.23338,push_up
208,60,75.77747,84.45646,87.637856,175.34839,165.87662,122.351456,162.16435,push_up
208,61,64.84581,74.746414,93.67172,166.00417,170.64764,78.41959,159.03307,push_up
208,62,72.64852,82.25869,76.99768,155.99728,167.73087,116.20797,154.77608,push_up
208,63,78.83459,77.83916,80.99419,162.98592,166.15382,118.457085,155.88548,push_up
208,64,77.70076,70.56744,93.33465,173.08919,170.28314,107.86169,158.08664,push_up
208,65,87.56284,72.32188,91.27483,163.29893,167.73305,139.19276,162.6191,push_up
208,66,89.28039,72.89987,91.30386,162.76526,167.5225,140.94843,162.46121,push_up
208,67,95.31897,66.85784,81.02303,162.18555,166.65176,147.14244,162.81499,push_up
208,68,85.532074,63.070183,85.54873,154.15344,160.9225,143.18993,163.12492,push_up
208,69,96.98406,79.63152,100.21281,122.21525,168.98523,139.68427,160.79659,push_up
208,71,86.77522,55.9534,85.82215,141.30635,166.75873,157.02545,124.75724,push_up
208,72,84.67384,57.010487,82.98355,178.18813,172.02594,157.87267,134.77518,push_up
208,73,102.72577,90.2594,70.271904,144.79158,161.60374,136.05054,156.42851,push_up
208,74,102.72577,90.2594,70.271904,144.79158,161.60374,136.05054,156.42851,push_up
208,75,86.18969,89.03303,75.11919,169.2752,158.18225,135.10371,162.14146,push_up
208,78,89.07925,66.587074,70.913185,154.04189,149.21,146.45256,122.57326,push_up
208,79,83.94133,67.194954,78.522255,167.41463,170.1722,143.99063,160.67715,push_up
208,80,85.96593,71.27244,78.78143,169.5091,167.73834,146.4008,161.72401,push_up
208,81,91.04592,74.08142,73.27489,168.17136,165.12364,147.50334,158.0063,push_up
208,82,71.0101,77.70465,83.78412,163.04848,170.31831,114.87853,154.12816,push_up
208,83,70.15278,82.32561,88.52004,164.5493,169.82887,100.97277,150.62683,push_up
208,84,76.50244,81.20974,107.25676,161.27283,168.65318,121.02792,150.89499,push_up
208,85,58.439766,76.66108,97.118286,154.74387,171.59619,80.16512,150.91885,push_up
208,86,67.04577,80.09921,101.622215,155.17313,169.73148,81.704384,149.06789,push_up
208,87,67.439674,79.291954,102.50686,155.2705,169.80585,82.2331,148.96089,push_up
208,88,58.095264,76.4345,101.09223,157.28775,168.04018,82.01643,152.07071,push_up
208,89,85.98659,84.30588,109.408134,159.41185,165.89789,145.26823,153.82607,push_up
208,90,86.55451,76.60469,92.34335,155.14935,162.02943,131.62927,160.24458,push_up
208,91,67.092804,62.61167,80.86925,156.91312,161.35034,112.10598,160.79489,push_up
208,93,84.94994,63.977116,86.68052,172.36438,170.26974,140.1562,164.91257,push_up
208,96,101.34277,91.42853,69.879166,168.96674,168.76245,144.89105,121.35258,push_up
208,98,74.61864,76.70317,96.266754,166.52611,166.25873,128.75488,139.7453,push_up
208,103,79.12537,90.278076,104.023865,166.95734,165.26033,141.35773,156.88863,push_up
208,104,82.65952,81.051796,86.49677,171.23055,172.71475,138.48488,160.63725,push_up
208,105,86.5295,90.00759,93.42283,168.9254,165.60107,146.18164,159.65637,push_up
208,106,82.41255,91.96521,101.956055,164.84415,166.95793,143.46455,153.73993,push_up
208,107,82.574585,89.46304,94.46998,158.95734,165.63606,143.96194,154.72533,push_up
208,108,80.636444,79.85867,103.38621,165.11722,170.39613,115.99631,155.07712,push_up
208,109,61.506374,67.53219,83.035164,172.25162,175.92628,111.284386,154.87996,push_up
208,110,68.0985,61.175987,77.308464,172.21799,172.44305,116.664566,158.74883,push_up
208,111,87.11105,86.19738,116.4152,172.8636,171.54755,128.015,168.17715,push_up
208,113,95.51092,97.56666,53.107872,171.83914,167.35144,140.49158,151.57655,push_up
208,117,93.75085,82.941284,87.47773,153.35033,156.45578,141.99516,152.3886,push_up
208,120,83.65189,90.530495,82.07221,172.34224,170.28246,136.4957,165.74316,push_up
208,121,89.839806,83.9964,95.914024,173.23154,173.05492,142.93492,156.85574,push_up
208,122,89.839806,83.9964,95.914024,173.23154,173.05492,142.93492,156.85574,push_up
208,123,82.39282,87.50079,78.27834,161.49626,169.84717,149.723,156.94504,push_up
208,124,89.80672,100.792595,71.585396,162.51903,162.99855,159.30463,157.99591,push_up
208,125,89.23462,94.98319,101.97511,167.14008,170.29094,155.91891,158.85147,push_up
208,126,86.15554,98.077835,95.73354,168.21454,161.4606,117.379196,166.12949,push_up
208,127,89.914894,82.60426,93.795425,168.97348,165.73894,123.65837,163.10074,push_up
208,128,83.178375,82.67703,100.96439,169.41757,167.80855,110.737335,159.58061,push_up
209,0,80.85579,64.86369,72.25106,173.19157,154.07545,166.22751,133.61848,push_up
209,1,81.31016,65.974144,67.2045,172.41696,149.19775,163.27826,132.14238,push_up
209,2,79.74455,66.38582,81.07563,168.92308,154.2554,164.28992,133.34828,push_up
209,3,78.41024,64.37907,83.44189,167.64258,158.53566,159.58832,130.89949,push_up
209,4,81.06625,61.75018,80.38668,168.9512,162.35579,159.37807,128.40482,push_up
209,5,76.56035,60.4818,96.06008,153.9306,161.45625,156.44537,124.66078,push_up
209,6,79.03543,61.276245,112.312836,164.57915,159.11426,152.80954,116.7157,push_up
209,7,73.53059,64.114494,91.75287,167.88907,156.92586,148.59804,120.219986,push_up
209,8,70.13499,57.388756,75.48351,173.81873,162.69554,132.52612,120.11816,push_up
209,9,69.92653,51.75922,59.26005,178.09258,169.4818,122.84533,122.77202,push_up
209,10,59.005127,46.6301,54.71008,177.95033,172.07089,108.27154,122.869194,push_up
209,11,65.53127,47.34027,67.52188,178.00403,168.34006,97.79105,117.11092,push_up
209,12,72.12535,50.313953,67.28949,177.68564,164.41109,101.342514,121.35432,push_up
209,13,51.186306,39.302406,42.901443,175.3164,175.39478,94.277,122.95822,push_up
209,14,64.69299,42.828415,54.949738,173.82027,176.70103,74.90895,109.08452,push_up
209,15,62.291122,49.906685,61.60591,172.96056,172.97615,70.43333,113.68642,push_up
209,16,65.42101,40.47058,51.644306,175.11166,178.56508,75.23687,105.46396,push_up
209,17,74.74842,50.543808,52.965233,172.36093,169.13297,83.62323,117.430244,push_up
209,18,29.771988,43.87446,77.939926,168.49968,169.07675,64.93925,54.912716,push_up
209,19,22.146801,44.871098,80.782684,169.11653,168.03966,69.07229,70.959785,push_up
209,20,40.47754,46.26685,72.13205,169.57309,166.65637,56.99377,92.92163,push_up
209,21,21.862,34.382656,64.09192,168.49818,169.09433,80.10832,63.41185,push_up
209,22,30.980467,21.338596,69.58567,165.15004,168.58592,72.957405,60.01616,push_up
209,23,73.538605,58.77754,69.91837,171.3303,173.1171,94.19208,111.85965,push_up
209,24,75.227615,52.068184,65.13583,172.902,173.78384,90.10688,109.461716,push_up
209,25,57.072624,42.513256,47.396896,171.37491,175.15613,78.51641,118.25367,push_up
209,26,48.80996,39.165382,59.877705,173.55032,175.72258,94.98897,131.0404,push_up
209,27,60.909294,46.81507,42.184525,173.03026,175.20792,102.73498,132.1119,push_up
209,28,71.380295,53.683243,52.577114,173.57697,170.24377,119.43335,134.1859,push_up
209,29,61.158604,51.594906,57.249004,172.85663,174.73071,123.092964,125.060455,push_up
209,30,76.35247,61.04037,45.370346,174.0855,171.02501,135.77057,132.2598,push_up
209,31,82.84633,66.611336,64.39056,171.62201,172.88982,145.23978,113.67926,push_up
209,32,86.37795,70.027794,59.243862,170.86882,175.09627,149.01964,115.36176,push_up
209,33,82.299065,74.607414,100.6908,170.22194,175.69025,151.63081,117.85112,push_up
209,34,83.18546,76.33726,72.93267,166.93272,173.40218,153.54846,128.63257,push_up
209,35,85.762024,76.61391,87.550766,161.00703,177.35329,160.69421,133.16466,push_up
209,36,99.267746,83.32171,108.29184,169.2533,169.69797,159.92801,125.14448,push_up
209,37,92.33879,80.61736,104.77926,166.83752,174.7496,168.02872,129.81454,push_up
209,38,107.45063,120.97367,66.76159,125.36205,101.60818,113.13944,123.643585,push_up
209,39,111.854385,114.7749,55.171684,129.77553,102.09172,126.056465,95.631226,push_up
209,40,37.6313,38.412453,49.241165,135.79404,113.973145,116.29656,137.3864,push_up
209,41,11.302647,5.71738,27.842382,126.6562,124.05322,157.15494,163.50404,push_up
209,42,99.391754,106.56483,53.80373,137.83905,110.352936,131.88983,94.98902,push_up
209,45,17.202774,16.817383,24.556479,172.78615,154.25368,144.17986,149.45471,push_up
209,46,33.638687,30.144737,144.50803,37.368008,128.09721,135.14418,86.391,push_up
209,48,111.12007,96.72841,53.70795,165.8358,167.69681,156.11009,105.86503,push_up
209,49,112.25277,90.57024,81.894455,163.89944,171.59541,159.12378,105.68116,push_up
209,50,103.986595,97.13955,49.1766,167.7622,165.34799,156.56885,130.60104,push_up
209,51,96.91559,93.37379,61.474323,169.34691,173.49234,157.03192,136.56284,push_up
209,52,93.76403,90.49859,62.04034,166.37576,173.65096,164.05902,143.41252,push_up
209,53,88.88231,86.34846,50.762943,165.77946,168.36494,159.83855,144.34421,push_up
209,54,91.0381,82.13155,49.08869,171.48361,169.49995,165.14307,140.44963,push_up
209,55,91.49523,85.83387,42.913692,163.98955,170.55157,159.31674,137.75139,push_up
209,56,91.40731,78.786575,44.71353,166.77141,172.8372,162.08147,137.08987,push_up
209,57,87.21465,76.08202,43.373962,170.1139,172.00648,158.9749,140.81595,push_up
209,58,85.53733,71.370255,44.52813,175.49048,158.12488,166.47406,145.19122,push_up
209,59,79.630035,64.290215,39.59552,176.44785,162.39594,160.38773,137.88104,push_up
209,60,72.61918,59.429935,39.437065,176.41443,159.99304,155.60373,133.4831,push_up
209,61,74.549774,46.68938,39.717144,174.43777,166.86447,149.3383,128.08723,push_up
209,62,74.33093,48.577362,39.178043,174.73953,166.33199,148.65627,133.74742,push_up
209,64,69.20878,37.01892,55.515312,170.04958,162.04059,133.24625,142.06227,push_up
209,65,61.615654,46.238407,49.44173,173.58011,161.3675,124.332726,149.72203,push_up
209,66,57.643612,38.919655,45.245815,171.66891,160.2859,126.85286,142.43356,push_up
209,67,46.00365,36.565285,43.908653,172.05104,164.3959,113.57124,135.05133,push_up
209,68,70.53035,44.30147,53.73854,172.18987,166.83902,90.39554,127.63013,push_up
209,69,48.03701,50.80029,52.464386,171.49657,166.46147,80.36634,113.85153,push_up
209,70,48.351658,49.16288,51.495705,173.65044,166.69417,81.05944,115.24974,push_up
209,71,42.287384,49.522568,48.118725,175.71239,167.16394,84.299515,122.11991,push_up
209,72,47.53888,53.141235,63.682835,166.26196,163.84544,98.61224,120.17354,push_up
209,73,46.894268,43.710987,42.087345,172.24417,162.99231,108.12762,127.96304,push_up
209,74,48.4335,42.60223,37.39805,174.69518,163.74915,103.83265,124.91191,push_up
209,75,55.571968,43.324398,46.397343,173.38828,164.86922,116.72757,140.99138,push_up
209,76,67.45514,46.020847,52.173912,170.34682,158.47485,126.56862,145.88164,push_up
209,77,64.64403,37.394676,44.236317,177.66081,163.34166,138.01288,131.01816,push_up
209,78,66.495155,37.51479,51.366577,175.31357,164.40955,136.11925,124.54982,push_up
209,79,66.93541,44.008045,47.164627,174.55542,166.834,146.67386,128.47923,push_up
209,80,73.04906,59.807148,43.79683,175.42554,169.32428,117.050186,120.66952,push_up
209,81,75.84871,58.444244,43.07624,176.93918,171.4193,159.91354,130.10065,push_up
209,82,85.26361,64.551155,45.681927,176.06482,163.12431,169.15295,139.13054,push_up
209,83,88.52251,68.89885,48.024124,176.01463,167.03607,165.15924,131.49364,push_up
209,84,86.193504,72.17876,43.99097,169.08774,173.47783,162.9462,136.35262,push_up
209,85,87.59208,73.23664,44.330303,169.36058,169.9453,165.07367,135.13574,push_up
209,86,88.70815,73.22055,43.055412,168.97794,169.5518,162.03816,136.17911,push_up
209,87,89.34988,74.50665,43.4191,168.9585,170.91418,160.69748,135.48186,push_up
209,88,92.500435,77.60909,45.396805,168.2203,172.01978,168.41914,136.83557,push_up
209,89,94.38439,81.694885,44.875706,163.26083,172.7708,168.72873,145.95493,push_up
209,90,90.47683,83.3848,47.938732,165.22038,171.29346,164.41962,145.5915,push_up
209,91,91.87149,83.94741,50.706707,168.50948,169.84592,166.22244,143.06282,push_up
209,92,86.54774,79.91604,47.633793,170.40533,173.58493,156.31018,136.87833,push_up
209,93,82.99659,75.441086,48.434,167.4681,174.73682,151.58594,136.07611,push_up
209,94,87.50931,70.17019,45.487656,168.17427,178.27977,147.54764,144.73724,push_up
209,95,88.156,68.63246,45.432865,170.02887,177.92227,149.0973,145.35243,push_up
209,96,74.68801,56.27983,38.769947,164.12506,157.9644,144.45407,150.59343,push_up
209,97,86.124275,63.899853,44.19677,172.33719,178.45692,156.14291,150.4267,push_up
209,98,75.76698,63.765694,65.23191,174.60768,167.6313,141.51968,146.99222,push_up
209,99,83.19008,68.76623,64.73633,176.74615,166.08339,157.05177,145.74387,push_up
209,100,84.10788,67.66419,66.05812,172.90677,163.75813,158.74583,144.87672,push_up
209,101,84.07394,65.91643,64.324844,174.3287,156.2288,158.10074,145.63547,push_up
209,102,82.256165,64.0756,61.237206,174.6067,148.80632,154.97247,146.4556,push_up
209,103,85.93167,64.561584,63.644398,172.9461,155.05566,159.51767,144.24487,push_up
209,104,88.89404,145.26244,105.98969,132.8148,110.01745,116.985016,166.65039,push_up
209,105,90.18297,61.013073,51.362343,177.77841,158.8924,161.95874,127.38485,push_up
209,106,93.04453,61.506752,50.77294,172.38129,158.55502,161.94151,121.613045,push_up
209,107,88.90816,63.80895,51.648537,168.49294,160.39705,158.3633,125.878334,push_up
209,108,86.568726,60.26063,49.708076,165.35274,164.5914,161.22032,126.46238,push_up
209,109,114.432236,111.02869,74.6401,104.88505,89.23561,104.526085,122.15869,push_up
209,110,81.46667,59.858326,38.84427,163.18669,148.93663,160.83748,129.86171,push_up
209,111,82.991684,54.363766,52.249638,161.9737,149.43272,151.9963,125.06415,push_up
209,112,84.21701,54.045975,51.607437,164.75339,150.48921,153.46947,124.65952,push_up
209,113,58.64529,60.988544,67.10109,135.07817,151.06676,141.13937,137.91367,push_up
209,114,60.767616,48.29864,42.142815,162.54297,152.64273,122.56593,128.05424,push_up
209,115,54.29766,32.79545,40.000336,156.9371,164.72304,104.52919,109.61612,push_up
209,116,52.625908,34.708145,34.613735,165.34616,162.45465,104.14466,110.55594,push_up
209,117,50.709167,32.635204,39.774197,161.82741,169.2872,88.91724,115.08356,push_up
209,118,84.10478,43.023415,33.765236,172.18639,167.14897,76.69277,112.3025,push_up
209,119,68.651306,39.98879,31.326378,173.4265,169.06642,64.20602,103.20984,push_up
209,120,70.6552,39.846703,28.268955,175.42854,171.56169,66.98522,102.35816,push_up
209,121,32.466106,52.640514,57.331757,170.18846,166.32062,66.501915,62.081757,push_up
209,122,34.944912,42.19539,47.879677,165.9153,156.09268,55.67466,103.175735,push_up
209,123,31.358206,47.951134,55.92714,172.6216,161.13107,69.5518,94.68089,push_up
209,124,27.340315,40.432606,49.62032,170.6565,162.82129,75.89958,96.4627,push_up
209,125,54.52622,35.60667,28.238064,173.06508,173.39603,60.14535,112.79728,push_up
209,126,45.486965,27.481956,24.44851,174.16248,173.77026,58.950848,115.1542,push_up
209,127,41.339645,28.389687,27.58821,176.46513,171.63873,69.126144,121.07209,push_up
209,128,41.433014,33.25469,32.080807,175.82907,171.58069,91.721085,111.85108,push_up
209,129,47.92297,36.050114,31.606903,177.4166,171.0667,97.69945,115.25139,push_up
209,130,56.76643,44.77006,32.168938,177.56264,167.42162,128.91783,130.58266,push_up
209,131,65.75304,55.80167,33.304226,176.73949,163.79837,129.35762,130.45801,push_up
209,132,88.8222,47.84435,41.003853,177.87494,167.4352,143.51819,125.581696,push_up
209,133,77.91173,58.82748,56.86532,176.23204,163.88016,148.54373,129.15744,push_up
209,134,76.873695,57.397182,43.322857,174.11076,174.20566,149.50742,126.27516,push_up
209,135,75.63057,58.4039,45.437397,176.21617,173.92409,155.58078,125.23722,push_up
209,136,78.17908,61.347923,43.541798,172.97188,164.0218,162.69888,133.2376,push_up
209,137,78.99922,61.12673,43.433136,172.69579,166.7921,161.39651,132.65355,push_up
209,138,81.25081,55.41181,55.01981,176.63058,165.3509,164.06073,130.8595,push_up
209,139,169.81204,101.06557,43.276386,141.35544,118.81806,144.68602,131.60025,push_up
209,140,85.2983,61.47785,91.05158,165.18745,170.20164,171.1746,133.90755,push_up
209,141,84.1283,61.120865,85.963745,167.87054,170.33078,168.12611,134.1676,push_up
209,142,80.71739,58.874424,94.698044,166.48595,171.55013,168.44131,135.25905,push_up
209,143,81.33443,56.465046,90.13834,164.63678,160.91107,168.00537,136.16972,push_up
209,144,77.882515,50.31938,87.97304,166.12753,166.25743,168.10744,150.31203,push_up
209,145,81.124275,53.344494,101.83235,168.03806,169.21016,166.35052,144.54118,push_up
209,146,83.83392,52.64128,77.176575,170.05202,161.91745,167.72859,141.06918,push_up
209,147,84.17475,56.12649,84.805435,173.29605,164.71129,164.30945,144.6118,push_up
209,148,79.03988,48.527054,84.1912,169.07037,142.12172,157.93419,150.92899,push_up
209,149,77.44185,45.653126,69.14116,164.58228,158.85187,156.17458,147.34682,push_up
209,150,70.03174,47.1646,77.0793,143.2632,139.07632,155.97934,150.50543,push_up
209,151,70.71838,41.34104,75.62781,155.63324,133.08679,155.38478,148.74832,push_up
209,152,68.95291,47.38793,106.71251,144.54367,129.60017,149.28043,147.04703,push_up
209,153,77.50046,46.534077,72.18465,169.45813,151.49902,138.3426,144.65314,push_up
209,154,80.87532,72.110664,55.257607,162.98236,177.52084,155.34705,138.15787,push_up
209,155,77.846016,70.54222,47.04785,170.55898,172.93799,159.72153,140.30453,push_up
209,156,85.39561,71.77268,51.899773,169.25854,170.80663,167.80322,139.15683,push_up
209,157,82.05782,67.44765,44.74473,170.49037,170.70566,167.09029,140.7219,push_up
209,158,84.40783,67.892,43.14735,177.21793,167.38095,162.2314,136.67418,push_up
209,159,82.65109,66.78219,45.153862,173.45238,164.65527,160.83105,139.3845,push_up
209,160,87.15082,71.610695,47.629417,174.83893,167.84343,166.0124,144.69818,push_up
209,161,82.03254,61.44013,50.03963,175.5885,167.64272,153.6033,143.17567,push_up
209,162,81.52399,58.777496,46.30469,175.45287,167.1261,154.33633,146.44519,push_up
209,163,73.543884,45.937157,40.226105,174.81476,167.2583,138.02068,143.33095,push_up
209,164,65.5402,41.646572,36.567524,173.60643,163.71567,130.3295,138.6633,push_up
209,165,55.588436,38.57874,46.591526,176.13287,162.87315,123.67017,139.31375,push_up
209,166,60.262997,36.80956,45.305317,176.10573,164.2948,122.88698,140.50116,push_up
209,167,45.51512,28.04138,45.46932,165.8426,161.79181,109.05777,130.56674,push_up
209,168,65.26969,43.140858,59.42462,168.92017,169.85254,91.21053,115.55662,push_up
209,169,41.031685,46.943768,41.86518,178.45451,170.50046,83.09776,107.07755,push_up
209,170,44.601013,45.372784,43.664352,178.0056,169.4272,80.06912,111.59144,push_up
209,171,49.376835,43.351646,40.15235,178.84935,170.02022,83.25311,114.09576,push_up
209,172,46.183357,47.773647,45.721542,175.62476,169.72643,84.826805,112.41951,push_up
209,173,47.064507,28.752144,40.86543,173.53789,165.92915,105.261024,132.86493,push_up
209,174,45.905746,31.3301,39.830696,174.34229,163.74638,103.09359,131.88496,push_up
209,175,62.76694,27.940382,39.798183,178.11984,167.47931,111.75205,126.66487,push_up
209,176,62.6324,44.239597,44.647778,175.515,166.20526,125.70249,141.32967,push_up
209,177,65.272415,42.245655,36.546795,176.76057,165.62605,129.98055,139.54546,push_up
209,178,68.65007,37.37769,39.85616,176.26949,165.00357,139.57481,131.2206,push_up
209,179,73.65556,38.797577,32.56863,176.78392,166.53787,150.39378,142.88359,push_up
209,180,72.92452,51.127777,44.48618,174.83035,167.39171,151.50279,118.614845,push_up
209,181,77.45873,63.733257,38.43581,175.63878,166.02502,150.59566,127.95307,push_up
209,182,79.885735,61.386036,50.024807,174.55658,169.23569,166.0848,130.44057,push_up
209,183,80.19108,68.131676,50.887886,176.47806,166.3079,160.38466,137.66068,push_up
209,184,84.60733,67.50289,44.572044,174.27289,168.10477,159.08931,142.2252,push_up
209,185,83.03849,72.999504,47.971397,173.38031,172.20645,159.95299,135.6626,push_up
209,186,85.923706,70.701035,43.776672,173.51248,174.6269,164.32819,139.46832,push_up
209,187,85.20257,71.46226,45.31915,173.92915,172.27682,161.2941,137.61023,push_up
209,188,84.30626,67.82821,45.316452,168.50827,178.23685,162.76144,143.35696,push_up
209,189,84.41933,73.71575,47.702892,170.21448,176.45905,157.35405,141.53537,push_up
209,190,85.304504,76.31342,49.558506,172.03165,175.30638,155.56903,139.24893,push_up
209,191,85.2846,73.81988,48.54301,169.33081,175.22475,155.92757,140.99173,push_up
209,192,83.59504,73.56162,54.64689,169.23654,169.73247,152.61328,139.35349,push_up
209,193,85.519646,76.24229,46.600132,172.96019,172.98808,150.76184,136.9563,push_up
209,194,88.26926,75.65404,45.64085,175.15744,173.41222,154.64629,135.71751,push_up
209,195,88.12534,75.51708,44.209805,174.19241,172.11897,154.91191,136.69235,push_up
209,196,87.89271,75.17758,49.19326,175.42867,173.87462,158.73245,138.54579,push_up
209,197,88.26756,71.04865,49.187447,173.51407,173.20026,157.59145,134.74512,push_up
209,198,84.13203,70.021164,61.724934,171.4924,169.2604,158.62596,141.48628,push_up
209,199,85.7201,70.1237,60.21469,172.6944,170.2254,159.2937,142.45541,push_up
209,200,81.18406,61.58913,54.904736,172.67128,178.4113,157.79057,152.6674,push_up
209,201,83.086266,65.844635,48.99643,173.99916,171.48753,157.5927,144.12753,push_up
209,202,82.32048,61.84583,50.720528,171.28514,173.13287,161.76102,150.7892,push_up
209,203,83.390076,55.011707,54.906258,174.48077,166.63623,164.04112,142.76154,push_up
209,204,89.846,58.192738,64.40007,174.9141,160.30638,163.85085,134.45816,push_up
209,205,79.26344,50.24839,45.4055,172.36845,158.23546,170.03941,147.38512,push_up
209,206,65.32137,42.456562,132.4052,137.92137,131.2909,158.92749,152.2593,push_up
209,207,69.99993,38.62809,71.18772,165.00789,139.35408,164.79854,149.87251,push_up
209,208,84.929016,61.236004,49.879753,164.12227,157.76503,165.67561,134.98116,push_up
209,209,81.77363,64.46815,53.733704,159.08766,162.9021,161.41536,138.40233,push_up
209,210,80.851494,59.32503,48.174484,149.88808,159.58665,158.73566,146.68456,push_up
209,211,80.680565,60.803173,47.322124,149.83484,143.88058,163.29172,142.758,push_up
209,212,80.6916,55.650177,45.648968,154.86885,151.54886,160.59825,136.87584,push_up
209,213,85.43191,60.35271,34.75519,162.69466,164.009,158.33871,133.01323,push_up
209,214,85.8853,65.20552,37.142036,160.16512,160.4857,157.3904,133.59874,push_up
209,215,84.941246,62.790596,32.45106,173.49509,176.67116,154.96738,127.46864,push_up
209,216,84.40411,62.23903,33.279774,172.94688,176.8094,154.56126,127.40545,push_up
210,0,89.99375,95.32888,14.264591,173.80185,177.4733,171.02254,174.37878,push_up
210,1,89.538765,94.36149,15.318872,171.92392,175.55568,171.34105,176.60948,push_up
210,2,89.33012,93.53714,15.171842,173.17305,175.24052,169.7706,176.66176,push_up
210,3,88.85136,94.99054,15.40226,174.2806,176.61632,170.4546,178.10854,push_up
210,4,88.789925,96.19176,14.259519,173.00119,176.24734,169.05031,177.98218,push_up
210,5,84.50574,93.369316,15.111451,174.12698,176.11877,166.90134,179.48755,push_up
210,6,84.510994,93.88429,14.536986,169.5253,176.53828,165.8372,177.24066,push_up
210,7,83.293884,92.067055,13.287883,172.48566,173.39986,165.48575,175.07808,push_up
210,8,82.50355,92.897934,14.418539,171.30736,174.16483,164.15973,176.25226,push_up
210,9,80.24639,88.762535,14.37794,172.3271,173.35196,164.82062,175.06694,push_up
210,10,80.56796,90.890274,14.041118,170.06902,174.1852,165.03348,175.31583,push_up
210,11,75.83675,88.86362,14.172436,173.29713,175.06635,162.23508,172.61662,push_up
210,12,78.86577,90.28955,11.417216,177.02763,176.66827,157.25386,165.52402,push_up
210,13,74.33387,89.25552,11.174397,177.79851,177.8676,153.34972,167.66115,push_up
210,14,73.43954,88.17212,11.710261,178.66322,177.86172,151.56963,164.53877,push_up
210,15,66.763145,86.667595,10.326473,178.76488,177.31525,136.74614,160.6944,push_up
210,16,56.225857,82.89884,10.514232,178.4315,178.45984,131.7468,157.62196,push_up
210,17,62.10072,87.04771,13.059318,177.12253,178.82048,141.37779,165.87477,push_up
